command_index,manifest,status,exit_code,start_time,end_time,duration_seconds,stdout_log,stderr_log,command
"103","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:56:49.4552617+02:00","2026-08-30T13:58:28.1495335+02:00","98.69","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_103.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_103.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"104","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:58:28.1495335+02:00","2026-08-30T14:01:06.4704220+02:00","158.32","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_104.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_104.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"105","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:01:06.4704220+02:00","2026-08-30T14:02:37.1694567+02:00","90.7","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_105.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_105.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"106","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:02:37.1794574+02:00","2026-08-30T14:04:15.2195744+02:00","98.04","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_106.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_106.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"107","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:04:15.2232623+02:00","2026-08-30T14:05:48.7999180+02:00","93.58","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_107.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_107.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"108","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:05:48.8095225+02:00","2026-08-30T14:07:18.1081483+02:00","89.3","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_108.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_108.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"109","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:07:18.1081483+02:00","2026-08-30T14:09:56.5384050+02:00","158.43","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_109.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_109.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"110","e3b_tail_support_seed3.txt","success","0","2026-08-30T14:09:56.5480024+02:00","2026-08-30T14:11:22.4694959+02:00","85.92","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_110.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_110.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"111","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:11:22.4694959+02:00","2026-08-30T14:12:32.4093995+02:00","69.94","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_111.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_111.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"112","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:12:32.4093995+02:00","2026-08-30T14:13:41.0061112+02:00","68.6","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_112.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_112.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"113","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:13:41.0101724+02:00","2026-08-30T14:15:04.2802362+02:00","83.27","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_113.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_113.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"114","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:15:04.2830451+02:00","2026-08-30T14:17:43.3969566+02:00","159.11","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_114.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_114.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"115","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:17:43.3969566+02:00","2026-08-30T14:19:24.6461203+02:00","101.25","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_115.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_115.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"116","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:19:24.6657888+02:00","2026-08-30T14:20:55.1774703+02:00","90.51","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_116.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_116.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"117","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:20:55.1778965+02:00","2026-08-30T14:22:22.9353457+02:00","87.76","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_117.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_117.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"118","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:22:22.9353457+02:00","2026-08-30T14:23:50.6249953+02:00","87.69","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_118.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_118.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"119","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:23:50.6289527+02:00","2026-08-30T14:26:32.4047243+02:00","161.78","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_119.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_119.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"120","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:26:32.4175616+02:00","2026-08-30T14:28:02.8710364+02:00","90.45","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_120.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_120.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"121","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:28:02.8773490+02:00","2026-08-30T14:29:23.7341434+02:00","80.86","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_121.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_121.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"122","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:29:23.7385150+02:00","2026-08-30T14:31:02.0228370+02:00","98.28","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_122.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_122.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"123","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:31:02.0383277+02:00","2026-08-30T14:32:54.8474410+02:00","112.81","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_123.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_123.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"124","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:32:54.8669121+02:00","2026-08-30T14:35:40.3151096+02:00","165.45","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_124.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_124.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"125","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:35:40.3181109+02:00","2026-08-30T14:37:16.5053643+02:00","96.19","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_125.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_125.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"126","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:37:16.5154641+02:00","2026-08-30T14:38:46.2307074+02:00","89.72","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_126.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_126.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"127","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:38:46.2352424+02:00","2026-08-30T14:40:13.5936110+02:00","87.36","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_127.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_127.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"128","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:40:13.5994109+02:00","2026-08-30T14:41:40.2819089+02:00","86.68","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_128.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_128.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"129","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:41:40.2868941+02:00","2026-08-30T14:44:21.6131407+02:00","161.33","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_129.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_129.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"130","e3b_tail_support_seed4.txt","success","0","2026-08-30T14:44:21.6256609+02:00","2026-08-30T14:45:54.4346473+02:00","92.81","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_130.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_130.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 6000,1500,500,0 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
